id,text,label,dialect
train_11825,বাল ও হবে না এই নাটা নাটা গুলারে নিয়া,1,standard
train_11826,বাল করে ছেলেটায় আমি এই সময় কত কিছু করে ফেলেছি,1,standard
train_11827,বাল কে এই রানুওতো একজন পাগল একজন সাওতাল আদীবাসী মুখে ঘা ওর মাথা উকুনের কারখানাওতো ভিখারী গান গেয়ে খেতো ওকে ওর নিজের মেয়েই চিনতে পারেনা আবার বলছে আমি তো জানি আমি কে দুমুঠো যে কিনা খেতে পেতনাতার আবার অহংকারী কথা,1,standard
train_11828,বাল ছিড়া নায়ক জাহিদ খান গরুর মতন অভিনয়,1,standard
train_11829,বাল ছিড়ে দেবে নে বিএনপি,1,standard
train_11830,বাল ছিরছিস যুদ্ধ চায়,1,standard
train_11831,বাল ছিরবে তোর মুসলিম দেশ আগেও ছিড়েছেএখনও ছিরবে কলকাতার নাম দিয়ে কেনো বাংলাদেশের বদনাম করছিস শালা বাংলাদেশি রাম মন্দির কিছুই আটকাতে পে রে ছে এটাতেও পারবে না এর পর যেটা হবে চিনে যা হচ্ছে সেটাই হবে,1,standard
train_11832,বাল জাজ সব অাচোদা মার্কা,1,standard
train_11833,বাল জানেন,1,standard
train_11834,বাল দিসো হাইলাইডসের মাঝে বার বাউন্ডারি দেখানো লাগে,1,standard
train_11835,বাল পাকনা করতাছে সালার ঘরের সালা আমি গালি দিছি মুশফিক কে পারলে আমাকে কিছু কর মাদারচোদের বাচচারা সব খানকির পোলারা হয়ছে দালাল,1,standard
train_11836,বাল পাকনা তামার তার।,1,standard
train_11837,বাল পাকনার বাচ্চা গীবত করে।,1,standard
train_11838,বাল পাক্না পিচ্চি।তাহিরি ভন্ড সেটা মানি। কিন্তু পিচ্ছি আবাল এর অভার পাক্নামি দেখে কিছু বলার নাই,1,standard
train_11839,বাল ফায়াইয়া খাল ভরছে বাল্ডারে একশোবার দেখান লাগে,1,standard
train_11840,বাল ফালতু ভালো লাগেনা এই বালের,1,standard
train_11841,বাল ফালাইছে,1,standard
train_11842,বাল ফালাইতে পারলে বাংলাদেশ এ এসে বলনামাজ নিয়া বাজে কথা কস কেনহালা নোংরাচোদা,1,standard
train_11843,বাল ফালাইবো সরকার দুইদিন পর সব ঠিক ক হয়ে যাবে।,1,standard
train_11844,বাল বানাইছও,1,standard
train_11845,"বাল শুনেছি তোমার আর -বলতে হবে না,",1,standard
train_11846,বাল সব নেশা খোর,1,standard
train_11847,বাল হইসে ফালতু একটা? কিছুই মিল নাই,1,standard
train_11848,বাল হালা দরা কাই চে।।।। চা ডেলে দেউ,1,standard
train_11849,বালচোদা খবর তৈরি করলো কোন মাদার চোদ,1,standard
train_11850,বালছিরা জজ,1,standard
train_11851,বালছিরা তুইও কারো কাছ থেকে একটা চেয়ে নে।,1,standard
train_11852,বালপাক না তুই কি বুজচ,1,standard
train_11853,বালপাকনা।,1,standard
train_11854,বালপাকনায় ফেসবুক ও ইউজ করে � শালা! তুই তাহেরি নিয়া উল্টাপাল্টা কথা কস এইডা বেয়াদবি না?,1,standard
train_11855,বাংলা চোদাস কেন খানকির পোলাবাংলা গরিব ঘইলে তুই কিখানকির পোলা,1,standard
train_11856,বাংলা দেশী শালাদের সব ভুল ভাল নিউজ,1,standard
train_11857,বাংলা দেশে গরু ছাগল টিকেট টিমে নেয় সালা আবাল,1,standard
train_11858,বাংলা দেশে মনে হয় গাজার দাম কমে গেছে তাই ওরা গাজা খাইয়া গান করে। সালারা সব গাজা খায়,1,standard
train_11859,বাংলাদের খেলা আর দেখবু না সালা পাপন চুর কয় সে জানেনা কয়দিন আগে সে কইলো ফিকসিনের কতা তাহলে বুজা যায় সব তার সাজানো,1,standard
train_11860,বাংলাদেশ আওয়ামী লীগে ওবায়দুল কাদেরের মতো বাটপার আর একটা খুজে পাওয়া যাবেনা । সরক ও যোগাযোগ এই সরকারের সবচাইতে ব্যার্থ মন্ত্রনালয় । তারপরও বাটপার কাদেরের কোন লজ্জা নাই ।,1,standard
train_11861,বাংলাদেশ এই সব মাদারছোদদের জন্য পিছনে।।। শুওরের বাচ্চারা,1,standard
train_11862,বাংলাদেশ কি বিজিপির সম্পদ মাদারচেদ মদি সরকার,1,standard
train_11863,"বাংলাদেশ ক্রিকেট টিম পুরোই লুচ্চা তে ভরে গেছে। প্রায় সব কটা প্লেয়ার অবৈধ সম্পর্কের খবর পাওয়া যায়, ক্রিকেট খেলা হলে আগে ধনী আর বাকিদের মাথা কাটা ছবি দেখা তো এখন ভারতের টেনিস প্লেয়ারের সাথে অসভ্য আচরণ করে। এরা মানুষ না কি মানুষরূপী জানোয়ার কে জানে। ভাগাড় থেকে উঠে আসা মানুষজনের থেকে এর থেকে বেশি কি আশা করেন.......",1,standard
train_11864,বাংলাদেশ যেরকম বাংলাদেশের নেতৃত্ব সেরকম দেশের প্রতি ঘৃণা নাই। দেশের হারামখোর মানুষদের প্রতি ঘৃণা। বাংলাদেশ ক্রিকেট বোর্ড বাংলাদেশের কোন বাল ফালাইছে। এইটা দেশের যা উপকার না করছে তার চেয়ে বরং ক্ষতি বেশি করছে। ফাডা মারখা মিডিয়া আবার এই সমস্ত জিনিসের পাগল। কতো মারাত্মক জিনিস ঘ‌ইটা যাইতেছে দেশের ভিতরে এগুলার খবর নাই। রামছাগলের দল একটা কিক্রেটারের কোয়ালিফিকেশন কি কোন জায়গার সম্মান কোন জায়গায় দিলিরে বেকুবের দল।,1,standard
train_11865,বাংলাদেশ সব সাংবাদিক কুত্তা,1,standard
train_11866,বাংলাদেশ হলে ঐ কুলাঙ্গার কে সবাই পিষে ফেলতো সে যে ধর্মেরই হোক না কেন,1,standard
train_11867,বাংলাদেশ হলে গাধা ভুল এসব খবর দেখেকে সব ভুল খবর,1,standard
train_11868,বাংলাদেশকে ধংসের জন্য ষাঁড় জাফর ইকবালের মত কিছু মিথ্যাবাদী কুলাঙ্গারই যথেষ্ট।,1,standard
train_11869,বাংলাদেশর কঠিন মাদারচুদ আমি হইলে ডেলে দিতাম,1,standard
train_11870,বাংলাদেশিরা ভারতে যাবে বাল ফেলাতে,1,standard
train_11871,বাংলাদেশী গুলো চিরকালের কান কাটা কুত্তা। হাজার গালাগালি দিলেও শোধরানোর নয়। এই ধরনের বাংলাদেশী গুলোর জন্যই আমাদের ভারতীয় বাঙালিদের নাম বদনাম হয় � যতসব ছোট লোকের দল।,1,standard
train_11872,বাংলাদেশী রা মাদার চোত,1,standard
train_11873,"বাংলাদেশী সাংবাদিকদের একটি বিশেষ গুন হলো, মূর্খতার মাধ্যমে নিজ দেশেরই হোগা মারা",1,standard
train_11874,বাংলাদেশে আই হালার পো বাঁশ দিমু,1,standard
train_11875,বাংলাদেশে এক নম্বর মাদারচুদ পুলিশ বাংলাদেশ থেকে পুলিশ বাহিনি তুলে দেওয়া উচিত দেশ পরিচিত করবে,1,standard
train_11876,বাংলাদেশে একজনেই কিং সত্যি শাকিব খান বিশ্বের মানুষের মনে আজীবন থাকবে ইতিহাস হয়ে শাকিব খান হলো আইডল আর কিছু আবাল আছে মানুষের ভালো কোন দন ও দেখতে পারেনা হারাম জাদা কোথাকার জানি হে আল্লাহ শাকিব খান দ্বারা ভালো ভালো ছবি করান যাতে মানুষ ভালো কিছু সিকতে,1,standard
train_11877,বাংলাদেশে এত লুইচ্চার নষ্টামি প্রকাশ হওয়ার পর ও সাধারণ ভাবে কথা বলে কিভাবে জেলহাজতে প্রেরণ করে তারপর মামলার বিচার কার্যক্রম শুরু হওয়া উচিত । আইনের আজ এই দুরবস্থার হেতু কি ধিক্কার জানাই ।,1,standard
train_11878,বাংলাদেশে ওনার মতে বিচিহীন লোকের প্রয়োজন নেই।,1,standard
train_11879,বাংলাদেশে কিং একজনই সাকির খান আর জারা আছে সবাই ফালতু নায়ক শুভবাপপিসাইমনএরা তিন জন কি জানেন ছাগলের বাচ্চা দুই টা খাইয়া নাছে আর একটি না খাইয়া নাছেধন্যবাদ,1,standard
train_11880,বাংলাদেশে কি ভালো বিচারকের অভাব এই বালছুদা ছোট লোকদের কৈ থেকে আনলো,1,standard
train_11881,বাংলাদেশে কিছু ভন্ড আছে যেমনঃ দেওয়ান বাগি আটরসি সুরেশ্বর মিরপুর মাজার গোলাপ শাহ মাজার লেংটা বাবা তাহেরি খানকির পোলা ফরিদ পুরী আরো অনেক এরা হলে মুর্খ মানুষ গুলো কে জাহান্নামে নিয়ে যাওয়ার রেলগাড়ি,1,standard
train_11882,বাংলাদেশে খেলোয়ারা সুযোগে সৎ ব্যবহার করেছে।। বিশ্বের অনেক দেশ তাদের খেলয়ারদের এত সুযোগ সুবিধা দিতে পারেনাদেয় না।।। ওরা শুধু টাকার জন্য খেলেদেশ ও জাতির জন্য না৷৷ আমি চাই বাংলাদেশের ক্রিকেট খেলোয়ার বিচারের আওতায় আনা হক।।।।। মাদারচোদ সব।।,1,standard
train_11883,বাংলাদেশে চোরে আর লুচ্চামি তে কোন সমস্যা নেই । যেমন ধরুন ডি আই জি ডিসি ওসি বিচারকরা এই সব প্রমাণ পেলাম আমারা জনগণ।,1,standard
train_11884,বাংলাদেশে জত আবালদের বসবাস,1,standard
train_11885,বাংলাদেশে জাতীয় দলে জুয়া মদ মাগিবাজি পরিচালনাকারী মধ্যে ভরা।এজন্যই দলের এই পরিনতি। জিম্বাবুয়ে মত দলটা ধংস হয়ে যাবে।বেশির ভাগেই ম্যাচে ফিক্সিং হয়।লাভ হয় জুয়াখোরদের,1,standard
train_11886,বাংলাদেশে বছরে একেকটা মাদারচুদ পতিত হয় এই জ্বালা রাখি কই,1,standard
train_11887,বাংলাদেশে যদি কোটি ভোদাই থাকে তাহলে বাপ্পী সবার নেতা মানে ভোদাই নাম্বার ওয়ান,1,standard
train_11888,বাংলাদেশে হলে এই কুলাঙ্গার কে পিষে ফেলতো জনগন,1,standard
train_11889,বাংলাদেশে হিন্দু এখন বেড়েছে মৌদী পাগল হয়েগেছে মৌদী নিপাক যাও,1,standard
train_11890,বাংলাদেশের আবাল ক্রিকেটাররা সাকিবরে ব্যবহার করে নিজেরা নিজ নিজ মত খেলা চালিয়ে যাচ্ছে।। আর ডেকির তলে মাথা গুজে দিছে ।। তামিমের ও খেলতে যেতে হবে আর সাকিব ও যাবে।। তারা না গেলে বাংলাদেশের একটা খেলোয়ারও যাবে না।।।,1,standard
train_11891,বাংলাদেশের আরেক নাম খা ল্যাদা!!! ওর শাওয়ায় জনের নুনু পেটের ভিতর এতিমের মাল পরনে পাতলা শাড়ি ঠোঁটে লিপিস্টিক ভ্রু প্লাক বছর বয়সে ও কাটনি ভিমরতি কেউ কি জাহান্নামি দেখতে চাও?খালেদার দিকে তাকাও। মহিলার উল্লেখ করার মত টা গুণ কেউ বলতে পারবা?? ভিডিওর বক্তাকে ও ফালু চাচা চুদছে,1,standard
train_11892,বাংলাদেশের উচ্চতম কর্মকর্তাদের কাছে আমার একটি অনুরোধ এই পরিচালক কুত্তার বাচ্চার লাইসেন্সটি বাতিল করা হোক যেন আর কোন সাধারন মানুষ এমন লাঞ্ছিত অপমান মানের শিকার না হয়,1,standard
train_11893,বাংলাদেশের এই পাগলদের জন্যই এবার বাংলাদেশও চালানো হবে তাতে রোহিঙ্গা নরভক্খী ও এই সব পাগল বেইমান মুসলমানদের যাতে বাংলাদেশ থেকে তাড়িয়ে দেয়া যায়,1,standard
train_11894,বাংলাদেশের ওপেনিং তালিকা যা আর কোন দেশে এত ওপেনার নাই জিরো তামিম ফল্প সৌম লেন্ডা কায়েস কুপা লিটন স্যার এনামুল হক বিজয় মুমিনুল ভাজা মদন নাইম শেখ বদনা নাজমুল হোসেন শান্ত মিথা মিঠুন জুনায়েদ সিদ্দিকী হিজরা বোকাচুদা মিরাজ,1,standard
train_11895,বাংলাদেশের কতগুলো পাগল ছাগল বিচারকের আসনে বসাইছে ওদের বিচারকের আসনে না বসিয়ে নাপিতের কাজ দিলে ভাল করতো ওদের কে জুতা মারা উচিত ওদের ব্যবহার শুনলে ওদের মুখে কুকুরে প্রসাব করবে,1,standard
train_11896,বাংলাদেশের কিছু মানুষ এরকম যে মানুষ মারা গেলে তার নামে ভিডিয়ো তৈরী করে খুব মজা করে সব কটা ছাগল,1,standard
train_11897,বাংলাদেশের কুল ভ্রষ্টা তসলিমা নাসরিন কে উদ্দেশ্য করে বলছি যে এখন তুমি আর না শ্যামের না কুলের ভাইয়ের কুলের অর্থাৎ কোন কূলের ই না এখন আর ভারতের নাগা বৈষ্ণব রা ও তোমার গুপ্তাঙ্গে থোক ফেলে না সুতরাং ঐখানে বসে বসে কার সাথে কৃষ্ণ লীলা করতে মন চাইছে,1,standard
train_11898,বাংলাদেশের কোন জেলার মেয়েরা পোদ মারতে বেশী পছনদ করে,1,standard
train_11899,বাংলাদেশের কোন বাহিনী এবং ডিসির উপরে এবং মন্ত্রীদের উপরে জনগণের কোন ভরসা নেই কারণ তারা কুকুরের বাচ্চা মানুষ দেখলে ঘেউ ঘেউ করবে আর মানুষ না দেখলে চুপ করে থাকবে বলবে এটা আমি জানি না ভরসা শুধু আছে মহান আল্লাহ তা আলার উপর কারণ তিনি সব সময় বান্দার পাশে থাকেন,1,standard
train_11900,বাংলাদেশের ক্রিকেটার খেলা বন্ধ করে দেওয়াই ভালো। যে বালের খেলা খেলে।আবার বয়কট ও করছে!!!! হা হা হা। ভালো খেলে দেশের জন্য কিছু করে দেখাইয়া বেতন বাড়াইয়া চাও।লজ্জা করে না প্লেয়ারদের এসব করতে।আর পাপন সাহেব কেও বিসিবি থেকে বাদ দেওয়া হোক।উনিও ধোয়া তুলসি পাতা না।,1,standard
train_11901,বাংলাদেশের খেলা জীবনেও দেখি না হালার বলদ গুলো খেলে,1,standard
train_11902,বাংলাদেশের খেলোয়াড়রা বাল ও খেলা পারে না শালারা শুধু পারে বউয়ের সাথে ঘুমাইতে,1,standard
train_11903,বাংলাদেশের জঙ্গি সংঘটন হলো কুত্তালীগ,1,standard
train_11904,বাংলাদেশের জন সাধারণদের বোকাচুদা পাইছে নাকি সিনেমা স্টোরির মত বোঝাচ্ছে স্বামী স্ত্রী দুজন এক সঙ্গে কোথাও আশা যাওয়ার পথে হঠাৎ ই স্ত্রীর সামনে তাঁর স্বামীর উপর দুর্বৃত্তের প্রকাশ্য আক্রমণ তাঁরা যদি প্রশাসনিক কর্মকর্তারাও হয় এভাবে পারবে না চোখের সামনে স্বামী ছেলেটিকে মারতে মারতে ধাক্কাতে ধাক্কাতে টেনে হেঁচড়ে নিয়ে যাচ্ছে বউ দিব্যি নরমাল মুডে হাঁটছে বউয়ের দৌড় নাই চিৎকার নাই এমনিতেই মহিলাদের চিৎকার শুনলে জন এগিয়ে আসে যখন ক্যামেরা হতে একটু অতিক্রম করলো ছেলেটিকে নিসংশ কোপাতে শুরু করলো তখন ক্যামেরার দিকে তাকিয়ে ওদের টানছে দেখুন আরেক কুত্তারবাচ্চা কি দারুণ এক্টিং করছে বাহ কিয়া বাদ হেয় মাননীয় প্রধানমন্ত্রীর নিকট আমাদের একটাই দাবী মিন্নি সহ সবগুলো অমানুষের বাচ্চাদের প্রকাশ্য ফাঁসি দিন এরা দেশের শত্রু দশের শত্রু বাংলাদেশের প্রতিটি শহরে আনাচে কানাচে এই সকল কুকুর বিদ্যমান,1,standard
train_11905,বাংলাদেশের জনতা হইলে ওরে আগে মাইরা নিত পরে কথা কইত শালা হারামীর বাচ্চা ওর জাহান্নামে ও‌ জায়গা হবে না,1,standard
train_11906,বাংলাদেশের জার্সি গায়ে দিয়েছে যে সে একটা ছোটলোকের বাচ্চা মাগির ফুট এরকম খানকির পোলা কুত্তার দলের খালাকে দেখে মাশরাফিকে গালি দিছে,1,standard
train_11907,বাংলাদেশের নায়িকাদের সবকিছু এতো বড় বড় তারচেয়ে ও বড় মুখটা মনেহয় একটা হাড়ির মতো তার উপর আবার একেক জায়গায় একেক কালার এটা মেকআপের কারণে,1,standard
train_11908,"বাংলাদেশের পরিচালকরা গান্ডু শকিব খানের পরিবতে আমিন খানের ছবি বানালে অনেক মানুষ ও পেমিলি সহ ছবি দেখতু, আমিন খানে সব ছবি সামাজিক,",1,standard
train_11909,বাংলাদেশের পুলিশ সালারা সবচোর,1,standard
train_11910,বাংলাদেশের পুলিশেরা পড়া কানকি মাগির পোলারা,1,standard
train_11911,বাংলাদেশের বাল টা বাংলাদেশ আরও টা পাকিস্তান জদি এক হয় তাঔ ভারোতের সামনে একটা বালের সমান তোরা,1,standard
train_11912,বাংলাদেশের বেশিরভাগ পুলিশ বড় বদমাইশ। তারা আইনের লোক হয়ে বেআইনী কাজ করে আরও বেশি।,1,standard
train_11913,বাংলাদেশের মা বোনদের চুদতেও কি পাকিস্তান থেকে বা চায়না মাল আনতে হয় নিজেরা করতে পারিস না অন্য কেউ এসে লাগিয়ে দিয়ে যায় অবশ্য র সময় পাকিস্তানের সৈন্যরা বাংলাদেশের সব মহিলা দের রোজ রেপ করতো এখন বোঝা যাচ্ছে যে এখন কার বাংলাদেশের প্রজন্ম পাকিস্তানের গন ধর্ষণের ফসল আগে নিজেরা রিক্সা আর সাইকেল বানিয়ে দেখা তার পর ভারতের চিন্তা করিস,1,standard
train_11914,বাংলাদেশের মাটিতে হাসিনা যা করেছে এই নরপিসাচ,1,standard
train_11915,বাংলাদেশের মানুষ এতই কি পোকা যার তার কথা বিশ্বাস করে ফেলে আরে ওখানে তো কোরআনের বাংলা অনুবাদ কি পাওয়া যায় না পড়ে দেখতে পারে না যতই মানুষ বিশ্বাস করবে তত এইসব ভন্ড লোকের আবির্ভাব ঘটবে শালা কুত্তার বাচ্চা এদেরকে কুত্তা কুত্তা কে অসম্মান করা হবে কারণ সেও আল্লাহর বানানো একটা জীব যে তার মালিককে ভয় পায় কিন্তু এত পায় না,1,standard
train_11916,বাংলাদেশের মানুষ রে শালারা এখোনো আবাল ভাবে ���,1,standard
train_11917,বাংলাদেশের মানুষের কাছে গনতন্ত্রের উজ্জ্বল দৃষ্টান্ত খালেদা জিয়া।কাউয়া কাদের চোর।,1,standard
train_11918,বাংলাদেশের যত টুর্নামেন্ট হবে কেউ বাংলাদেশের খেলা দেখবেন নাবাংলাদেশ এখন মাদারচোদ দেশ টয়লেটে করতে গেলেও রাজনীতির পাল্লায় পরতে হয় রিক্সা এক্সিডেন্ট করেছিরাজনীতিতে এসেছে বিমান এক্সিডেন্ট হয়ে সব মারা গেছে ��,1,standard
train_11919,বাংলাদেশের রন্দে রন্দে লুচ্চা বদমাশ বেশরম বেহায়া কুলাংগার দের কে বসিয়েছে বিনাভোটের সরকার ভোট চোর,1,standard
train_11920,বাংলাদেশের সব অফিস বা যে কোনো ক্ষেত্রে বহু জাগায় এমন লুচ্চামি চলে,1,standard
train_11921,বাংলাদেশের সব কুত্তা গুলোই বেইমান,1,standard
train_11922,বাংলাদেশের সব ক্রিকেটার সব বাইঞ্ছদ,1,standard
train_11923,বাংলাদেশের সব থেকে বড় মাদারচোদ হচ্ছে পুলিশ ।।বাংলাদেশ সরকার যতদিন না পর্যন্ত এই মাদারচোদ পুলিশের সঠিক আইন না চালু হচ্ছে।। ততদিন পর্যন্ত এমন হতেই থাকবে।।বাংলাদেশ সরকারের প্রতি আহ্বান জানাচ্ছি ।।বাংলাদেশ পুলিশ মাদারচোদ দের মানুষ বানানোর জন্য,1,standard
train_11924,বাংলাদেশের সংস্কৃতি নষ্ট করে দেয়ার জন্য এরকম আবালেরাই যথেষ্ট। আমাদের বাংলাদেশ আর বাংলাদেস নাই। আজম খানের ভাষায় এটা এখন ভাঙ্গাদেশ!!!,1,standard
train_11925,বাংলাদেশের সেরা খানকি সানাই,1,standard
train_11926,বাংলাদেশের সেরা নায়ক শাকিব খান সে ভালবাসতে জানে শুধু কিন্তু ভালবেসে মনটা দিতে জানে না তার ভালোবাসা শুধু টাকার উপর টাকা পয়সা দিয়ে কি ভালোবাসা পাওয়া যায় নিউ তাকে গালাগালি করি এবং করব কোনদিন মতামত থাকে না থাকে তারপরও আমি ওকে আমি গালি দেবো সে একটা পাগলের ঘরের পাগল মানে তার বাপের পাগল তার বড় ভাই এর চাইতে বড় পাগল এ হলো এর চাইতে বড় পাগল শাকিব খান কেন দিলাম জানেন তারা তার স্বভাবের ধারা,1,standard
train_11927,বাংলায় আচোদা বলে একটি কথা আছে এখানে ডাক্তার এবং উুপস্থাপিকা দুজনেই আচোদা কত বেয়াক্কেল ও নির্বোধ হইলে এই ধরনের প্রোগ্রাম করতে পারে তা আমার বোধগম্য নয় আচ্ছা এই প্রোগ্রাম তো এদের পরিবার নিকট আত্মিয় সবাই দেখবে এদের বিন্দুমাত্র লজ্জাবোধ ও নাই এদের শরীরে পোশাক মানায় না এদের উচিৎ উলঙ্গভাবে চলাফেরা করা,1,standard
train_11928,বাংলায় একটা কথা আছে হরলি দোষ নাই কলি দোষ হয় তুমি চুদা দাও তাতে দোষ নাই আর যে ভিডিও করেছে তার দোষ হয়ে গেল,1,standard
train_11929,বাংলার একমাত্র আবাল মার্কা হিরো,1,standard
train_11930,বাংলার কাউয়া,1,standard
train_11931,বাংলার কুত্তার বাচ্চা পুলিশ তেকে ওনি গুনে ভাল। আমার ভর ইচ্চা বাংলার পুলিশ এর মুকে পায়কানা করার। মাগির চেলে পুলিশ আরেক জনের টাকা কেয়ে আমাদের জায়গা ওদের নামে দিয়ে দিচে আমি পুলিসের মায়েরে চুদতে চাই রে এএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএএ,1,standard
train_11932,বাংলার কুলাংগারেরা নিরপরাধ মানুষদেরকে পিটিয়ে মারে কিন্তু এদের বালও ছিরতে পারেনা,1,standard
train_11933,বালার কেন খান শাকিব খানসোপার,1,standard
train_11934,বাংলার খানকি,1,standard
train_11935,বাংলার মানুষ বাংলা ছবিকে হোন্দাইনা কাউয়া,1,standard
train_11936,বাংলার সানিলেয় খানকি মাগি,1,standard
train_11937,বাংলিশ কুত্তা বাচ্চা বাংলায় ভালো করে বলতে জানে নাহ আবার ইংলিশ মারা,1,standard
train_11938,বালের অডিশন বালের জাজ হালার পুতের চেহারার দিকে কি তাকানো যায়,1,standard
train_11939,বালের অভিনয়,1,standard
train_11940,বালের অভিনয় করছে এটা কি অভিনয় হইছে নাকি,1,standard
train_11941,বালের আইন দিককার জানাই এমন আইনের ।।।।,1,standard
train_11942,বালের আইন শৃঙ্খলা রক্ষাকারী বাহিনী দেখলো ছেলেটা বিপদে আছে কিছুই করলো না আবার পাবলিক কে বলে দিলো ওইদিকে যাইয়েন না টা ছেলে মন্তব্য করতেই পারে তাই চামচামির বহিঃপ্রকাশ হায়রে পাবলিক,1,standard
train_11943,বালের আগা বানাইচত হালার ঘরের হালারা,1,standard
train_11944,বালের আগ্রাসী প্লেয়ার। ওর থেকে তো আমিই আরো বেশি আগ্রাসী।,1,standard
train_11945,বালের ইকবাল,1,standard
train_11946,বালের ইডিটর,1,standard
train_11947,বালের উপস্থাপক।,1,standard
train_11948,বালের এক নাম জাফর,1,standard
train_11949,বালের একটা দবির জন্য রঙ তামাসা করতাছে,1,standard
train_11950,"বালের কথা চোদাইতে আসছে।কোন কথা নাই,হড় হড় করে বমি করে দে।",1,standard
train_11951,বালের কথা ছাড় কিছু না,1,standard
train_11952,বালের কাহিনি করে এক একজন তাদের নিবেনা সেটা সবারই জানা কিন্তু এভাবে অপমান করার কি দরকার ছিলো এই না হলে বাঙালি এই জন্যই বাঙালিকে কেউ দেখতে পারেনা।,1,standard
train_11953,বালের কুট কুট মোসাদ্দেক একটারে নিছে সিলেট আর পাইছে না আবার কেপ্টেন অ বানাইসে হায়রে বিনোদন � এর থেকে আমাদের সিলেট এর লকাল প্লেয়ার তান্না আরও অন্যান্য রা অ অনেক ভালো,1,standard
train_11954,বালের খবর চৌতালির পোঁদ মারানো পুতুল,1,standard
train_11955,বালের খেলওয়ার।,1,standard
train_11956,বালের খেলা কেন দেখতে যায় আর গালি শোনে গালি দেয় আর জেলে যায়।,1,standard
train_11957,বালের খেলোয়াড়,1,standard
train_11958,বালের খেলোয়াড় লজ্জা থাকা উচিৎ। ছেলেটা কি বলছে সেটাও শুনলাম।সে নাকি বলছে যে ব্যাড লাক ব্যাপার না সব ঠিক হয়ে যাবে উপরে যান। আর তাতেই বাংলার মহা নায়ক ক্ষেপে গেছেন��������� পরে কয়েকটা গাজা খুর ধরে নিয়ে হ্যারেজমেন্ট করেছে����,1,standard
train_11959,বালের গান বালের শিল্পী,1,standard
train_11960,বালের ছবি করে হালার পুতেরা অপরাধি মরে না,1,standard
train_11961,বালের ছুড়ি হেডলাইন গুলো বালের মতো দিস কেন,1,standard
train_11962,বালের জজ গুলা,1,standard
train_11963,বালের জাজ এক একজন,1,standard
train_11964,বালের জাজ বালের শো গাঞ্জাখোর জাজ শালা রিকুয়েস্ট আপনারা এসব শো তে না যাইয়া নিজের ক্রিয়েটিভিটি টা সামাজিক যোগাযোগ মাধ্যম ইউটিউবে তুলে ধরেন এসবে যাইয়া অপমান হওয়ার দরকার নাই,1,standard
train_11965,বালের জাজ বালের শো বালের প্রডিউসার বালের ডিরেক্টর।শো করার জন্য আগে শেখা জরুরী। সব গুলারে ডাইরেক্ট আফ্রিকায় পাঠানো উচিত।,1,standard
train_11966,বালের জাজ সব ভদ্রতা জানে না,1,standard
train_11967,বালের জাজ ���� বস্তির পোলা পান গো থিকা খারাপ,1,standard
train_11968,বালের জাজ।। আর এই গুলো কোনো অডিশন হইলো লোক ডেকে নিয়ে শুধু অপমান করছে।। আর কয়েকটি বিচারক হইছে মনে হয় জুতা দিয়া পিডায়।। �,1,standard
train_11969,বালের জাফর ইকবাল,1,standard
train_11970,বালের টিভি।।। মাইরা দিসে দেশের নাম।,1,standard
train_11971,বালের টিম করছে সিলেটে।,1,standard
train_11972,বালের তদন্ত আর বালের রিপোর্ট এই সাউয়া গুলো খেয়ে নিবে সার্টিফিক্ট প্রাপ্ত সন্ত্রাস পুলিশ ���,1,standard
train_11973,বালের তদন্ত কমিটি গঠন করবো বাইন্চোদ এর দল চোখে দেখা ঘটনা আবার তদন্ত করবে,1,standard
train_11974,বালের তদন্ত করবে,1,standard
train_11975,বালের তদন্ত করবে শালা তোর চাকরি কিভাবে থাকে এখনো। মাদারচোদ তুই জেলে যাবি কবে,1,standard
train_11976,বালের তদন্ত রিপোর্ট ও বালের তদন্ত কমিটি এখন করা হলো ক দিন পর পাবলিক সব ভুলে যাবে ও তারপর দেখে শুনে টাকা খেয়ে তাকে আবার চাকরিতে বহাল রাখা হবে,1,standard
train_11977,বালের তুরে সামনে পাইলে মাথার উপর মুইতা দিমু বালের গান,1,standard
train_11978,"বালের দালাল, এক কঠিন ভাদা..",1,standard
train_11979,বালের দিদি,1,standard
train_11980,বালের দেশ চুদির পোলা মোহাম্মদ ।,1,standard
train_11981,বালের দেশের বালের রায়,1,standard
train_11982,বালের নাইকা একটা,1,standard
train_11983,বালের নাটক আফলোড দেও ছাউ নাই,1,standard
train_11984,বালের নাটক বানাইছে হালার পুত,1,standard
train_11985,বালের নায়ক আমিন খান।আইসা মুভিটা ই নস্ট করল,1,standard
train_11986,বালের নায়ক আর টোকাই পাইনাই। পুটপাটের নায়ক,1,standard
train_11987,বালের নায়ক তুই,1,standard
train_11988,বালের নায়ক তুমি,1,standard
train_11989,বালের নায়ক নায়ক হওয়ার কোন যোগ্যতা নাই,1,standard
train_11990,বালের নায়ক বাপ্পি,1,standard
train_11991,"বালের নায়ক,,অপরাধী কে শাস্তি ছাডা নাটক আচুদা পরিচালক",1,standard
train_11992,বালের নায়ক... বালের ছবি... বালের পরিচালক... বালের অভিনয়..,1,standard
train_11993,বালের নায়ক���,1,standard
train_11994,বালের নায়িকা ���,1,standard
